Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version (YYYY),Sub-Category 1,Sub-Category 2,Sub-Category 3
gfs_data.tile1.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127,
sfc_data.tile4.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127,
C96_grid.tile4.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127,
sfc_data.tile2.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127,
C96_mosaic.nc,inputs,FV3_input_data,96,,.nc,22010,,UFS_WM,INPUT_L127,
oro_data_ss.tile6.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127,
C96_grid.tile2.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127,
grid_spec.nc,inputs,FV3_input_data,,,.nc,21966,,UFS_WM,INPUT_L127,
oro_data_ls.tile2.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127,
oro_data_ls.tile6.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127,
gfs_data.tile6.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127,
oro_data_ss.tile3.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127,
C96_grid.tile1.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127,
sfc_data.tile1.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127,
oro_data_ss.tile4.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127,
gfs_data.tile3.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127,
gfs_data.tile5.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127,
gfs_data.tile2.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127,
oro_data_ls.tile3.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127,
global_soilmgldas.t126.384.190.grb,inputs,FV3_input_data,,,.grb,1743072,,UFS_WM,,
global_soilmgldas.statsgo.t1534.3072.1536.grb,inputs,FV3_input_data,,,.grb,111393120,,UFS_WM,,
GENPARM.TBL,inputs,FV3_input_data,,,.TBL,245,,UFS_WM,,
DETAMPNEW_DATA.expanded_rain_LE,inputs,FV3_input_data,,,.expanded_rain_LE,86408,,UFS_WM,,
global_soiltype.statsgo.t126.384.190.rg.grb,inputs,FV3_input_data,,,.grb,21524,,UFS_WM,,
C96_grid.tile3.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127_atm,
sfc_data.tile5.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127_atm,
gfs_ctrl.nc,inputs,FV3_input_data,,,.nc,8553,,UFS_WM,INPUT_L127_atm,
oro_data_ss.tile2.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
C96_grid.tile6.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127_atm,
oro_data_ss.tile1.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
oro_data_ss.tile5.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
C96_grid.tile5.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127_atm,
sfc_data.tile6.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127_atm,
oro_data_ls.tile4.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
gfs_data.tile4.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127_atm,
sfc_data.tile3.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127_atm,
oro_data_ls.tile1.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
oro_data_ls.tile5.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
gfs_data.tile1.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127_atm,
sfc_data.tile4.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127_atm,
C96_grid.tile4.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127_atm,
sfc_data.tile2.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127_atm,
C96_mosaic.nc,inputs,FV3_input_data,96,,.nc,22010,,UFS_WM,INPUT_L127_atm,
oro_data_ss.tile6.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
C96_grid.tile2.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127_atm,
grid_spec.nc,inputs,FV3_input_data,,,.nc,21966,,UFS_WM,INPUT_L127_atm,
oro_data_ls.tile2.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
oro_data_ls.tile6.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
gfs_data.tile6.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127_atm,
oro_data_ss.tile3.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
C96_grid.tile1.nc,inputs,FV3_input_data,96,,.nc,2094971,,UFS_WM,INPUT_L127_atm,
sfc_data.tile1.nc,inputs,FV3_input_data,,,.nc,4699919,,UFS_WM,INPUT_L127_atm,
oro_data_ss.tile4.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
gfs_data.tile3.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127_atm,
gfs_data.tile5.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127_atm,
gfs_data.tile2.nc,inputs,FV3_input_data,,,.nc,138283253,,UFS_WM,INPUT_L127_atm,
oro_data_ls.tile3.nc,inputs,FV3_input_data,,,.nc,369108,,UFS_WM,INPUT_L127_atm,
global_mxsnoalb.uariz.t126.384.190.rg.grb,inputs,FV3_input_data,,,.grb,39994,,UFS_WM,,
fv_increment6.nc,inputs,FV3_input_data,,,.nc,112382078,,UFS_WM,INPUT_L127_mx100,
sfc_data.tile5.nc,inputs,FV3_input_data,,,.nc,4820343,,UFS_WM,INPUT_L127_mx100,
gfs_ctrl.nc,inputs,FV3_input_data,,,.nc,8553,,UFS_WM,INPUT_L127_mx100,
sfc_data.tile6.nc,inputs,FV3_input_data,,,.nc,4820343,,UFS_WM,INPUT_L127_mx100,
gfs_data.tile4.nc,inputs,FV3_input_data,,,.nc,170405705,,UFS_WM,INPUT_L127_mx100,
sfc_data.tile3.nc,inputs,FV3_input_data,,,.nc,4820343,,UFS_WM,INPUT_L127_mx100,
gfs_data.tile1.nc,inputs,FV3_input_data,,,.nc,170405705,,UFS_WM,INPUT_L127_mx100,
sfc_data.tile4.nc,inputs,FV3_input_data,,,.nc,4820343,,UFS_WM,INPUT_L127_mx100,
sfc_data.tile2.nc,inputs,FV3_input_data,,,.nc,4820343,,UFS_WM,INPUT_L127_mx100,
gfs_data.tile6.nc,inputs,FV3_input_data,,,.nc,170405705,,UFS_WM,INPUT_L127_mx100,
sfc_data.tile1.nc,inputs,FV3_input_data,,,.nc,4820343,,UFS_WM,INPUT_L127_mx100,
fv_increment9.nc,inputs,FV3_input_data,,,.nc,112382078,,UFS_WM,INPUT_L127_mx100,
fv_increment3.nc,inputs,FV3_input_data,,,.nc,112382078,,UFS_WM,INPUT_L127_mx100,
gfs_data.tile3.nc,inputs,FV3_input_data,,,.nc,170405705,,UFS_WM,INPUT_L127_mx100,
gfs_data.tile5.nc,inputs,FV3_input_data,,,.nc,170405705,,UFS_WM,INPUT_L127_mx100,
gfs_data.tile2.nc,inputs,FV3_input_data,,,.nc,170405705,,UFS_WM,INPUT_L127_mx100,
VEGPARM.TBL,inputs,FV3_input_data,,,.TBL,2364,,UFS_WM,,
ugwp_c384_tau.nc,inputs,FV3_input_data,,,.nc,4868,,UFS_WM,,
oro_data.tile6.nc,inputs,FV3_input_data,,,.nc,829786,,UFS_WM,ORO_FLAKE,
oro_data.tile3.nc,inputs,FV3_input_data,,,.nc,829786,,UFS_WM,ORO_FLAKE,
oro_data.tile1.nc,inputs,FV3_input_data,,,.nc,829786,,UFS_WM,ORO_FLAKE,
oro_data.tile2.nc,inputs,FV3_input_data,,,.nc,829786,,UFS_WM,ORO_FLAKE,
oro_data.tile5.nc,inputs,FV3_input_data,,,.nc,829786,,UFS_WM,ORO_FLAKE,
oro_data.tile4.nc,inputs,FV3_input_data,,,.nc,829786,,UFS_WM,ORO_FLAKE,
global_slmask.t1534.3072.1536.grb,inputs,FV3_input_data,,,.grb,2359380,,UFS_WM,,
oro_data.tile6.nc,inputs,FV3_input_data,,,.nc,753517,,UFS_WM,INPUT,
C96_grid.tile3.nc,inputs,FV3_input_data,96,,.nc,2094935,,UFS_WM,INPUT,
sfc_data.tile5.nc,inputs,FV3_input_data,,,.nc,1682634,,UFS_WM,INPUT,
gfs_ctrl.nc,inputs,FV3_input_data,,,.nc,7252,,UFS_WM,INPUT,
oro_data.tile3.nc,inputs,FV3_input_data,,,.nc,753517,,UFS_WM,INPUT,
C96_grid.tile6.nc,inputs,FV3_input_data,96,,.nc,2094935,,UFS_WM,INPUT,
C96_grid.tile5.nc,inputs,FV3_input_data,96,,.nc,2094935,,UFS_WM,INPUT,
sfc_data.tile6.nc,inputs,FV3_input_data,,,.nc,1682634,,UFS_WM,INPUT,
gfs_data.tile4.nc,inputs,FV3_input_data,,,.nc,21755908,,UFS_WM,INPUT,
sfc_ctrl.nc,inputs,FV3_input_data,,,.nc,12267,,UFS_WM,INPUT,
oro_data.tile1.nc,inputs,FV3_input_data,,,.nc,753517,,UFS_WM,INPUT,
oro_data.tile2.nc,inputs,FV3_input_data,,,.nc,753517,,UFS_WM,INPUT,
sfc_data.tile3.nc,inputs,FV3_input_data,,,.nc,1682634,,UFS_WM,INPUT,
oro_data.tile5.nc,inputs,FV3_input_data,,,.nc,753517,,UFS_WM,INPUT,
oro_data.tile4.nc,inputs,FV3_input_data,,,.nc,753517,,UFS_WM,INPUT,
fv3_increment.nc,inputs,FV3_input_data,,,.nc,528489100,,UFS_WM,INPUT,
gfs_data.tile1.nc,inputs,FV3_input_data,,,.nc,21755908,,UFS_WM,INPUT,
sfc_data.tile4.nc,inputs,FV3_input_data,,,.nc,1682634,,UFS_WM,INPUT,
C96_grid.tile4.nc,inputs,FV3_input_data,96,,.nc,2094935,,UFS_WM,INPUT,
sfc_data.tile2.nc,inputs,FV3_input_data,,,.nc,1682634,,UFS_WM,INPUT,
C96_grid.tile2.nc,inputs,FV3_input_data,96,,.nc,2094935,,UFS_WM,INPUT,
grid_spec.nc,inputs,FV3_input_data,,,.nc,21966,,UFS_WM,INPUT,
gfs_data.tile6.nc,inputs,FV3_input_data,,,.nc,21755908,,UFS_WM,INPUT,
C96_grid.tile1.nc,inputs,FV3_input_data,96,,.nc,2094935,,UFS_WM,INPUT,
sfc_data.tile1.nc,inputs,FV3_input_data,,,.nc,1682634,,UFS_WM,INPUT,
gfs_data.tile3.nc,inputs,FV3_input_data,,,.nc,21755908,,UFS_WM,INPUT,
gfs_data.tile5.nc,inputs,FV3_input_data,,,.nc,21755908,,UFS_WM,INPUT,
gfs_data.tile2.nc,inputs,FV3_input_data,,,.nc,21755908,,UFS_WM,INPUT,
global_snowfree_albedo.bosu.t126.384.190.rg.grb,inputs,FV3_input_data,,,.grb,1919712,,UFS_WM,,
SOILPARM.TBL,inputs,FV3_input_data,,,.TBL,2184,,UFS_WM,,
global_vegtype.igbp.t126.384.190.rg.grb,inputs,FV3_input_data,,,.grb,24602,,UFS_WM,,
C96.soil_color.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119613,,UFS_WM,C96,
C96.soil_type.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119480,,UFS_WM,C96,
oro_C96.mx100.tile2.nc,inputs,FV3_fix_tiled,96,100,.nc,834883,,UFS_WM,C96,
C96.vegetation_greenness.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,525039,,UFS_WM,C96,
C96.soil_color.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119613,,UFS_WM,C96,
C96.snowfree_albedo.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,1857404,,UFS_WM,C96,
C96.slope_type.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119550,,UFS_WM,C96,
C96.soil_type.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119480,,UFS_WM,C96,
C96.vegetation_type.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119589,,UFS_WM,C96,
C96.substrate_temperature.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119595,,UFS_WM,C96,
C96.vegetation_type.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119589,,UFS_WM,C96,
C96.snowfree_albedo.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,1857404,,UFS_WM,C96,
C96.soil_type.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119480,,UFS_WM,C96,
C96.maximum_snow_albedo.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119490,,UFS_WM,C96,
C96.vegetation_greenness.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,525039,,UFS_WM,C96,
C96.substrate_temperature.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119595,,UFS_WM,C96,
C96.soil_color.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119613,,UFS_WM,C96,
C96.slope_type.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119550,,UFS_WM,C96,
C96.soil_type.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119480,,UFS_WM,C96,
C96.vegetation_greenness.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,525039,,UFS_WM,C96,
C96.substrate_temperature.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119595,,UFS_WM,C96,
C96.snowfree_albedo.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,1857404,,UFS_WM,C96,
C96.substrate_temperature.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119595,,UFS_WM,C96,
oro_C96.mx100.tile3.nc,inputs,FV3_fix_tiled,96,100,.nc,834883,,UFS_WM,C96,
C96.maximum_snow_albedo.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119490,,UFS_WM,C96,
C96.soil_type.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119480,,UFS_WM,C96,
oro_C96.mx100.tile1.nc,inputs,FV3_fix_tiled,96,100,.nc,834883,,UFS_WM,C96,
oro_C96.mx100.tile6.nc,inputs,FV3_fix_tiled,96,100,.nc,834883,,UFS_WM,C96,
oro_C96.mx100.tile4.nc,inputs,FV3_fix_tiled,96,100,.nc,834883,,UFS_WM,C96,
C96.vegetation_greenness.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,525039,,UFS_WM,C96,
C96.facsf.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119545,,UFS_WM,C96,
C96.substrate_temperature.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119595,,UFS_WM,C96,
C96.slope_type.tile1.nc,inputs,FV3_fix_tiled,96,,.nc,119550,,UFS_WM,C96,
C96.snowfree_albedo.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,1857404,,UFS_WM,C96,
C96.vegetation_greenness.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,525039,,UFS_WM,C96,
C96.facsf.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119545,,UFS_WM,C96,
C96.maximum_snow_albedo.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119490,,UFS_WM,C96,
oro_C96.mx100.tile5.nc,inputs,FV3_fix_tiled,96,100,.nc,834883,,UFS_WM,C96,
C96.vegetation_type.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119589,,UFS_WM,C96,
C96.maximum_snow_albedo.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119490,,UFS_WM,C96,
C96.soil_color.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119613,,UFS_WM,C96,
C96.substrate_temperature.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119595,,UFS_WM,C96,
C96.facsf.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119545,,UFS_WM,C96,
C96.snowfree_albedo.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,1857404,,UFS_WM,C96,
C96.maximum_snow_albedo.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119490,,UFS_WM,C96,
C96.soil_type.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119480,,UFS_WM,C96,
C96.facsf.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119545,,UFS_WM,C96,
C96.slope_type.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,119550,,UFS_WM,C96,
C96.soil_color.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119613,,UFS_WM,C96,
C96.vegetation_type.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119589,,UFS_WM,C96,
C96.vegetation_type.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119589,,UFS_WM,C96,
C96.vegetation_type.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119589,,UFS_WM,C96,
C96.slope_type.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119550,,UFS_WM,C96,
C96.snowfree_albedo.tile2.nc,inputs,FV3_fix_tiled,96,,.nc,1857404,,UFS_WM,C96,
C96.facsf.tile5.nc,inputs,FV3_fix_tiled,96,,.nc,119545,,UFS_WM,C96,
C96.slope_type.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119550,,UFS_WM,C96,
C96.maximum_snow_albedo.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,119490,,UFS_WM,C96,
C96.vegetation_greenness.tile6.nc,inputs,FV3_fix_tiled,96,,.nc,525039,,UFS_WM,C96,
C96.soil_color.tile3.nc,inputs,FV3_fix_tiled,96,,.nc,119613,,UFS_WM,C96,
C96.facsf.tile4.nc,inputs,FV3_fix_tiled,96,,.nc,119545,,UFS_WM,C96,
clmforc.GSWP3.c2011.0.5x0.5.Prec.2000-01.nc,inputs,DATM_GSWP3_input_data,,,.nc,259202484,,UFS_WM,,
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.1999-12.nc,inputs,DATM_GSWP3_input_data,,,.nc,1287709152,,UFS_WM,,
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.SCRIP.210520_ESMFmesh.nc,inputs,DATM_GSWP3_input_data,,,.nc,16601532,,UFS_WM,,
clmforc.GSWP3.c2011.0.5x0.5.Solr.1999-12.nc,inputs,DATM_GSWP3_input_data,,,.nc,259202520,,UFS_WM,,
topodata_0.9x1.SCRIP.210520_ESMFmesh.nc,inputs,DATM_GSWP3_input_data,,,.nc,3547832,,UFS_WM,,
topodata_0.9x1.25_USGS_070110_stream_c151201.nc,inputs,DATM_GSWP3_input_data,,,.nc,1992888,,UFS_WM,,
fv1.9x2.5_141008_ESMFmesh.nc,inputs,DATM_GSWP3_input_data,,,.nc,846588,,UFS_WM,,
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.2000-01.nc,inputs,DATM_GSWP3_input_data,,,.nc,1287709152,,UFS_WM,,
clmforc.GSWP3.c2011.0.5x0.5.Solr.2000-01.nc,inputs,DATM_GSWP3_input_data,,,.nc,259202520,,UFS_WM,,
clmforc.GSWP3.c2011.0.5x0.5.Prec.1999-12.nc,inputs,DATM_GSWP3_input_data,,,.nc,259202484,,UFS_WM,,
ufs_land_restart.2019-12-21_00-00-00.nc,test_base,restarts,,,.nc,14111215,,mem000,vector,
ufs_land_restart_anal.2019-12-21_00-00-00.nc,test_base,restarts,,,.nc,14111215,,mem000,vector,
ufs_land_restart_back.2019-12-21_00-00-00.nc,test_base,restarts,,,.nc,14111215,,mem000,vector,
ufs_land_restart_back.2019-12-22_00-00-00.nc,test_base,restarts,,,.nc,14102479,,mem000,vector,
ufs_land_restart_anal.2019-12-22_00-00-00.nc,test_base,restarts,,,.nc,14111215,,mem000,vector,
ufs_land_restart.2019-12-22_00-00-00.nc,test_base,restarts,,,.nc,14102479,,mem000,vector,
ufs_land_restart_back.2019-12-23_00-00-00.nc,test_base,restarts,,,.nc,14111215,,mem000,vector,
ufs_land_restart.2000-01-03_00-00-00.tile3.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.cpl.r.2000-01-03-00000.nc,DATA_RESTART,,,,.nc,13390912,,,,
ufs_land_restart.2000-01-03_00-00-00.tile6.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.datm.r.2000-01-03-00000.nc,DATA_RESTART,,,,.nc,18904,,,,
ufs.cpld.lnd.out.2000-01-03-00000.tile3.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs_land_restart.2019-12-21_00-00-00.nc,DATA_RESTART,,,,.nc,14111215,,,,
ufs_land_restart.2000-01-03_00-00-00.tile5.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs_land_restart.2000-01-03_00-00-00.tile4.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs_land_restart.2000-01-03_00-00-00.tile2.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs_land_restart.2000-01-03_00-00-00.tile1.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.lnd.out.2000-01-03-00000.tile5.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.lnd.out.2000-01-03-00000.tile4.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.lnd.out.2000-01-03-00000.tile1.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.lnd.out.2000-01-03-00000.tile6.nc,DATA_RESTART,,,,.nc,11555364,,,,
ufs.cpld.lnd.out.2000-01-03-00000.tile2.nc,DATA_RESTART,,,,.nc,11555364,,,,
