Data File,Test Name,Compiler,Category,File Size (Bytes),Data Format,Dataset
GFSFLX.GrbF00,atmaero_control_p8,intel,,2759605,.GrbF00,develop-20231108
GFSFLX.GrbF24,atmaero_control_p8,intel,,6626079,.GrbF24,develop-20231108
GFSPRS.GrbF00,atmaero_control_p8,intel,,69287418,.GrbF00,develop-20231108
GFSPRS.GrbF24,atmaero_control_p8,intel,,68678366,.GrbF24,develop-20231108
20210323.060000.coupler.res,atmaero_control_p8,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,atmaero_control_p8,intel,RESTART,20852,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,atmaero_control_p8,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,atmaero_control_p8,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,atmaero_control_p8,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,atmaero_control_p8,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,atmaero_control_p8,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,atmaero_control_p8,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,atmaero_control_p8,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,atmaero_control_p8,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,atmaero_control_p8,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,atmaero_control_p8,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,atmaero_control_p8,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,atmaero_control_p8,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,atmaero_control_p8,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,atmaero_control_p8,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,atmaero_control_p8,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,atmaero_control_p8,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,atmaero_control_p8,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,atmaero_control_p8,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,atmaero_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,atmaero_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,atmaero_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,atmaero_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,atmaero_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,atmaero_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,atmaero_control_p8,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,atmaero_control_p8,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,atmaero_control_p8,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,atmaero_control_p8,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,atmaero_control_p8,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,atmaero_control_p8,intel,RESTART,10004434,.nc,develop-20231108
atmf000.nc,atmaero_control_p8,intel,,1410322336,.nc,develop-20231108
atmf024.nc,atmaero_control_p8,intel,,1410322336,.nc,develop-20231108
gocart.inst_aod.20210323_0600z.nc4,atmaero_control_p8,intel,,29186100,.nc4,develop-20231108
sfcf000.nc,atmaero_control_p8,intel,,85452865,.nc,develop-20231108
sfcf024.nc,atmaero_control_p8,intel,,85452865,.nc,develop-20231108
GFSFLX.GrbF00,atmaero_control_p8_rad,intel,,2760509,.GrbF00,develop-20231108
GFSFLX.GrbF24,atmaero_control_p8_rad,intel,,6637888,.GrbF24,develop-20231108
GFSPRS.GrbF00,atmaero_control_p8_rad,intel,,69214443,.GrbF00,develop-20231108
GFSPRS.GrbF24,atmaero_control_p8_rad,intel,,68624054,.GrbF24,develop-20231108
20210323.060000.coupler.res,atmaero_control_p8_rad,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,atmaero_control_p8_rad,intel,RESTART,20852,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,atmaero_control_p8_rad,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,atmaero_control_p8_rad,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,atmaero_control_p8_rad,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,atmaero_control_p8_rad,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,atmaero_control_p8_rad,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,atmaero_control_p8_rad,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,atmaero_control_p8_rad,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,atmaero_control_p8_rad,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,atmaero_control_p8_rad,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,atmaero_control_p8_rad,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,atmaero_control_p8_rad,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,atmaero_control_p8_rad,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,atmaero_control_p8_rad,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,atmaero_control_p8_rad,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,atmaero_control_p8_rad,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,atmaero_control_p8_rad,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,atmaero_control_p8_rad,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,atmaero_control_p8_rad,intel,RESTART,164412688,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,atmaero_control_p8_rad,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,atmaero_control_p8_rad,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,atmaero_control_p8_rad,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,atmaero_control_p8_rad,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,atmaero_control_p8_rad,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,atmaero_control_p8_rad,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,atmaero_control_p8_rad,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,atmaero_control_p8_rad,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,atmaero_control_p8_rad,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,atmaero_control_p8_rad,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,atmaero_control_p8_rad,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,atmaero_control_p8_rad,intel,RESTART,10004434,.nc,develop-20231108
atmf000.nc,atmaero_control_p8_rad,intel,,1410322336,.nc,develop-20231108
atmf024.nc,atmaero_control_p8_rad,intel,,1410322336,.nc,develop-20231108
gocart.inst_aod.20210323_0600z.nc4,atmaero_control_p8_rad,intel,,29186100,.nc4,develop-20231108
sfcf000.nc,atmaero_control_p8_rad,intel,,85452865,.nc,develop-20231108
sfcf024.nc,atmaero_control_p8_rad,intel,,85452865,.nc,develop-20231108
GFSFLX.GrbF00,atmaero_control_p8_rad_micro,intel,,2757726,.GrbF00,develop-20231108
GFSFLX.GrbF24,atmaero_control_p8_rad_micro,intel,,6616970,.GrbF24,develop-20231108
GFSPRS.GrbF00,atmaero_control_p8_rad_micro,intel,,69385080,.GrbF00,develop-20231108
GFSPRS.GrbF24,atmaero_control_p8_rad_micro,intel,,68416062,.GrbF24,develop-20231108
20210323.060000.coupler.res,atmaero_control_p8_rad_micro,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,atmaero_control_p8_rad_micro,intel,RESTART,20852,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,atmaero_control_p8_rad_micro,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,atmaero_control_p8_rad_micro,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,atmaero_control_p8_rad_micro,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,atmaero_control_p8_rad_micro,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,atmaero_control_p8_rad_micro,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,atmaero_control_p8_rad_micro,intel,RESTART,37734927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,atmaero_control_p8_rad_micro,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,atmaero_control_p8_rad_micro,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,atmaero_control_p8_rad_micro,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,atmaero_control_p8_rad_micro,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,atmaero_control_p8_rad_micro,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,atmaero_control_p8_rad_micro,intel,RESTART,96195,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,atmaero_control_p8_rad_micro,intel,RESTART,178504288,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,atmaero_control_p8_rad_micro,intel,RESTART,178504288,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,atmaero_control_p8_rad_micro,intel,RESTART,178504288,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,atmaero_control_p8_rad_micro,intel,RESTART,178504288,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,atmaero_control_p8_rad_micro,intel,RESTART,178504288,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,atmaero_control_p8_rad_micro,intel,RESTART,178504288,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,atmaero_control_p8_rad_micro,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,atmaero_control_p8_rad_micro,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,atmaero_control_p8_rad_micro,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,atmaero_control_p8_rad_micro,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,atmaero_control_p8_rad_micro,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,atmaero_control_p8_rad_micro,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,atmaero_control_p8_rad_micro,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,atmaero_control_p8_rad_micro,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,atmaero_control_p8_rad_micro,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,atmaero_control_p8_rad_micro,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,atmaero_control_p8_rad_micro,intel,RESTART,10004434,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,atmaero_control_p8_rad_micro,intel,RESTART,10004434,.nc,develop-20231108
atmf000.nc,atmaero_control_p8_rad_micro,intel,,1410322336,.nc,develop-20231108
atmf024.nc,atmaero_control_p8_rad_micro,intel,,1410322336,.nc,develop-20231108
gocart.inst_aod.20210323_0600z.nc4,atmaero_control_p8_rad_micro,intel,,29186100,.nc4,develop-20231108
sfcf000.nc,atmaero_control_p8_rad_micro,intel,,159586238,.nc,develop-20231108
sfcf024.nc,atmaero_control_p8_rad_micro,intel,,159586238,.nc,develop-20231108
20210322.180000.out_grd.ww3,atmwav_control_noaero_p8,intel,,2992258,.ww3,develop-20231108
20210322.180000.out_pnt.ww3,atmwav_control_noaero_p8,intel,,604165,.ww3,develop-20231108
20210322.180000.coupler.res,atmwav_control_noaero_p8,intel,RESTART,300,.res,develop-20231108
20210322.180000.fv_core.res.nc,atmwav_control_noaero_p8,intel,RESTART,20852,.nc,develop-20231108
20210322.180000.fv_core.res.tile1.nc,atmwav_control_noaero_p8,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile2.nc,atmwav_control_noaero_p8,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile3.nc,atmwav_control_noaero_p8,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile4.nc,atmwav_control_noaero_p8,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile5.nc,atmwav_control_noaero_p8,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile6.nc,atmwav_control_noaero_p8,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile1.nc,atmwav_control_noaero_p8,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile2.nc,atmwav_control_noaero_p8,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile3.nc,atmwav_control_noaero_p8,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile4.nc,atmwav_control_noaero_p8,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile5.nc,atmwav_control_noaero_p8,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile6.nc,atmwav_control_noaero_p8,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile1.nc,atmwav_control_noaero_p8,intel,RESTART,46988052,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile2.nc,atmwav_control_noaero_p8,intel,RESTART,46988052,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile3.nc,atmwav_control_noaero_p8,intel,RESTART,46988052,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile4.nc,atmwav_control_noaero_p8,intel,RESTART,46988052,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile5.nc,atmwav_control_noaero_p8,intel,RESTART,46988052,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile6.nc,atmwav_control_noaero_p8,intel,RESTART,46988052,.nc,develop-20231108
20210322.180000.phy_data.tile1.nc,atmwav_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210322.180000.phy_data.tile2.nc,atmwav_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210322.180000.phy_data.tile3.nc,atmwav_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210322.180000.phy_data.tile4.nc,atmwav_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210322.180000.phy_data.tile5.nc,atmwav_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210322.180000.phy_data.tile6.nc,atmwav_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210322.180000.sfc_data.tile1.nc,atmwav_control_noaero_p8,intel,RESTART,10081692,.nc,develop-20231108
20210322.180000.sfc_data.tile2.nc,atmwav_control_noaero_p8,intel,RESTART,10081692,.nc,develop-20231108
20210322.180000.sfc_data.tile3.nc,atmwav_control_noaero_p8,intel,RESTART,10081692,.nc,develop-20231108
20210322.180000.sfc_data.tile4.nc,atmwav_control_noaero_p8,intel,RESTART,10081692,.nc,develop-20231108
20210322.180000.sfc_data.tile5.nc,atmwav_control_noaero_p8,intel,RESTART,10081692,.nc,develop-20231108
20210322.180000.sfc_data.tile6.nc,atmwav_control_noaero_p8,intel,RESTART,10081692,.nc,develop-20231108
ufs.atmw.cpl.r.2021-03-22-64800.nc,atmwav_control_noaero_p8,intel,RESTART,14078604,.nc,develop-20231108
atmf000.nc,atmwav_control_noaero_p8,intel,,483650909,.nc,develop-20231108
atmf012.nc,atmwav_control_noaero_p8,intel,,483650909,.nc,develop-20231108
sfcf000.nc,atmwav_control_noaero_p8,intel,,85452865,.nc,develop-20231108
sfcf012.nc,atmwav_control_noaero_p8,intel,,85452865,.nc,develop-20231108
ufs.atmw.ww3.r.2021-03-22-64800,atmwav_control_noaero_p8,intel,,98280000,.2021-03-22-64800,develop-20231108
atmf000.tile1.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf000.tile2.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf000.tile3.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf000.tile4.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf000.tile5.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf000.tile6.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf001.tile1.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf001.tile2.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf001.tile3.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf001.tile4.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf001.tile5.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
atmf001.tile6.nc,control_CubedSphereGrid_debug,intel,,61090776,.nc,develop-20231108
sfcf000.tile1.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf000.tile2.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf000.tile3.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf000.tile4.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf000.tile5.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf000.tile6.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf001.tile1.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf001.tile2.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf001.tile3.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf001.tile4.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf001.tile5.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
sfcf001.tile6.nc,control_CubedSphereGrid_debug,intel,,5865644,.nc,develop-20231108
atmf000.tile1.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf000.tile2.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf000.tile3.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf000.tile4.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf000.tile5.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf000.tile6.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf024.tile1.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf024.tile2.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf024.tile3.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf024.tile4.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf024.tile5.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
atmf024.tile6.nc,control_CubedSphereGrid,intel,,61090776,.nc,develop-20231108
sfcf000.tile1.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf000.tile2.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf000.tile3.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf000.tile4.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf000.tile5.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf000.tile6.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf024.tile1.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf024.tile2.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf024.tile3.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf024.tile4.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf024.tile5.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
sfcf024.tile6.nc,control_CubedSphereGrid,intel,,5865644,.nc,develop-20231108
GFSFLX.GrbF00,control_CubedSphereGrid_parallel,intel,,2735393,.GrbF00,develop-20231108
GFSFLX.GrbF24,control_CubedSphereGrid_parallel,intel,,6705960,.GrbF24,develop-20231108
GFSPRS.GrbF00,control_CubedSphereGrid_parallel,intel,,67300924,.GrbF00,develop-20231108
GFSPRS.GrbF24,control_CubedSphereGrid_parallel,intel,,66823564,.GrbF24,develop-20231108
atmf000.nc,control_CubedSphereGrid_parallel,intel,,483650150,.nc,develop-20231108
atmf024.nc,control_CubedSphereGrid_parallel,intel,,483650150,.nc,develop-20231108
cubed_sphere_grid_atmf000.nc,control_CubedSphereGrid_parallel,intel,,366566362,.nc,develop-20231108
cubed_sphere_grid_atmf024.nc,control_CubedSphereGrid_parallel,intel,,366566362,.nc,develop-20231108
cubed_sphere_grid_sfcf000.nc,control_CubedSphereGrid_parallel,intel,,35414303,.nc,develop-20231108
cubed_sphere_grid_sfcf024.nc,control_CubedSphereGrid_parallel,intel,,35414303,.nc,develop-20231108
sfcf000.nc,control_CubedSphereGrid_parallel,intel,,46605420,.nc,develop-20231108
sfcf024.nc,control_CubedSphereGrid_parallel,intel,,46605420,.nc,develop-20231108
20210322.180000.restart.glo_1deg,control_atmwav,intel,,100008000,.glo_1deg,develop-20231108
GFSFLX.GrbF00,control_atmwav,intel,,2739111,.GrbF00,develop-20231108
GFSFLX.GrbF12,control_atmwav,intel,,6731696,.GrbF12,develop-20231108
GFSPRS.GrbF00,control_atmwav,intel,,67412024,.GrbF00,develop-20231108
GFSPRS.GrbF12,control_atmwav,intel,,65997840,.GrbF12,develop-20231108
20210322.180000.coupler.res,control_atmwav,intel,RESTART,300,.res,develop-20231108
20210322.180000.fv_core.res.nc,control_atmwav,intel,RESTART,20852,.nc,develop-20231108
20210322.180000.fv_core.res.tile1.nc,control_atmwav,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile2.nc,control_atmwav,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile3.nc,control_atmwav,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile4.nc,control_atmwav,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile5.nc,control_atmwav,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_core.res.tile6.nc,control_atmwav,intel,RESTART,37734927,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile1.nc,control_atmwav,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile2.nc,control_atmwav,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile3.nc,control_atmwav,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile4.nc,control_atmwav,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile5.nc,control_atmwav,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_srf_wnd.res.tile6.nc,control_atmwav,intel,RESTART,96195,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile1.nc,control_atmwav,intel,RESTART,42290854,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile2.nc,control_atmwav,intel,RESTART,42290854,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile3.nc,control_atmwav,intel,RESTART,42290854,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile4.nc,control_atmwav,intel,RESTART,42290854,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile5.nc,control_atmwav,intel,RESTART,42290854,.nc,develop-20231108
20210322.180000.fv_tracer.res.tile6.nc,control_atmwav,intel,RESTART,42290854,.nc,develop-20231108
20210322.180000.phy_data.tile1.nc,control_atmwav,intel,RESTART,56989578,.nc,develop-20231108
20210322.180000.phy_data.tile2.nc,control_atmwav,intel,RESTART,56989578,.nc,develop-20231108
20210322.180000.phy_data.tile3.nc,control_atmwav,intel,RESTART,56989578,.nc,develop-20231108
20210322.180000.phy_data.tile4.nc,control_atmwav,intel,RESTART,56989578,.nc,develop-20231108
20210322.180000.phy_data.tile5.nc,control_atmwav,intel,RESTART,56989578,.nc,develop-20231108
20210322.180000.phy_data.tile6.nc,control_atmwav,intel,RESTART,56989578,.nc,develop-20231108
20210322.180000.sfc_data.tile1.nc,control_atmwav,intel,RESTART,6339131,.nc,develop-20231108
20210322.180000.sfc_data.tile2.nc,control_atmwav,intel,RESTART,6339131,.nc,develop-20231108
20210322.180000.sfc_data.tile3.nc,control_atmwav,intel,RESTART,6339131,.nc,develop-20231108
20210322.180000.sfc_data.tile4.nc,control_atmwav,intel,RESTART,6339131,.nc,develop-20231108
20210322.180000.sfc_data.tile5.nc,control_atmwav,intel,RESTART,6339131,.nc,develop-20231108
20210322.180000.sfc_data.tile6.nc,control_atmwav,intel,RESTART,6339131,.nc,develop-20231108
atmf000.nc,control_atmwav,intel,,483650897,.nc,develop-20231108
atmf012.nc,control_atmwav,intel,,483650897,.nc,develop-20231108
sfcf000.nc,control_atmwav,intel,,46612081,.nc,develop-20231108
sfcf012.nc,control_atmwav,intel,,46612081,.nc,develop-20231108
GFSFLX.GrbF00,control_c192,intel,,9951084,.GrbF00,develop-20231108
GFSFLX.GrbF24,control_c192,intel,,24370435,.GrbF24,develop-20231108
GFSPRS.GrbF00,control_c192,intel,,238644013,.GrbF00,develop-20231108
GFSPRS.GrbF24,control_c192,intel,,237258870,.GrbF24,develop-20231108
atmf000.nc,control_c192,intel,,1954753377,.nc,develop-20231108
atmf024.nc,control_c192,intel,,1954753377,.nc,develop-20231108
